plot,site,year,mean.height,height.2,mean.height.var,mean.height.rms,transect.length,mode.el,max.el,mode.2,max.can.ht,mean.max.ht,mean.vai,mean.peak.vai,deep.gaps,deep.gap.fraction,porosity,std.std,mean.std,rugosity,top.rugosity,mean.return.ht,sd.return.ht,sky.fraction,cover.fraction,max.ht,scan.density,rumple,clumping.index,enl
AF_50MGRID_081512_15.CSV,ameriflux,2012,9.599405892,4.674811178,21.85385955,10.65670567,50,8.78,7.906474223,6.386497235,21.463,15.8296,6.722200492,3.029859098,0,0,0.63,550.6498811,17.13510966,16.0324015,5.624499038,7.521356874,5.460887484,4.188330445,95.81166956,21.463,277.08,4.56,0.965230241,19.94089322
AF_50MGRID_081512_16.CSV,ameriflux,2012,10.79658969,4.646613656,21.59101847,11.73565282,50,9.58,6.432645948,6.324845727,21.996,16.61046,6.022244051,2.572876671,1,0.02,0.664347826,624.513163,17.09073076,18.2323911,5.188784794,9.21935972,5.877970174,8.57662905,91.42337095,21.996,274.82,3.74,0.942850875,19.31501167
AF_50MGRID_081512_17.CSV,ameriflux,2012,11.65436891,4.649741188,21.62009312,12.53044317,50,10.06,5.847597536,5.545397062,22.043,16.96004,5.745045508,2.561828514,1,0.02,0.671304348,519.6469938,14.4215374,17.65407185,5.198479703,10.53189923,5.800160374,8.883968726,91.11603127,22.043,289.18,4.12,0.935172071,18.69719969
AF_50MGRID_081512_18.CSV,ameriflux,2012,11.59747059,4.273369346,18.26168556,12.34494941,50,11.26,5.726896168,5.619971675,21.486,17.5122,6.891373321,2.727225362,0,0,0.619090909,462.2020639,16.58367738,13.68150974,4.453780774,9.28896264,5.716931051,2.981949458,97.01805054,21.486,277.12,3.98,0.932973163,18.70655301
AF_50MGRID_081512_19.CSV,ameriflux,2012,11.72111957,3.996741669,15.97394397,12.37089766,50,11.4,5.071485351,5.876275372,21.649,16.72344,7.206468382,2.658806275,0,0,0.614782609,440.4273496,15.92694263,13.66601069,4.653580295,8.929127844,5.421922532,1.805595204,98.1944048,21.649,280.36,3.92,0.942023885,19.75727373
AF_50MGRID_081512_2.CSV,ameriflux,2012,10.67988114,4.236824075,17.95067825,11.47394988,50,11,7.0175534,5.710713169,20.657,15.76302,7.011236534,3.028039762,0,0,0.652727273,389.2259748,15.36538973,12.37460194,4.770797796,7.774795005,5.243664867,2.800902513,97.19909749,20.657,257.18,4.78,0.945501718,18.56067158
AF_50MGRID_081512_20.CSV,ameriflux,2012,10.38345957,4.112264206,16.9107169,11.1529698,50,9.8,6.700855017,5.67126664,22.156,16.43322,7.071921771,3.002692108,0,0,0.631304348,500.5519371,16.01511237,15.62267944,3.985939565,8.020612413,5.377996774,2.683565815,97.31643419,22.156,282.58,3.6,0.9545915,20.03298418
AF_50MGRID_081512_21.CSV,ameriflux,2012,10.03251774,4.14188995,17.15525236,10.83806069,50,9.74,5.641670184,5.150034674,21.834,13.19534,7.378089787,3.069612037,0,0,0.686086957,238.8286617,10.21270604,11.59867652,4.94046767,7.101127944,4.795081337,3.463172805,96.5368272,21.834,282.52,5.1,0.921661897,17.61332613
AF_50MGRID_081512_22.CSV,ameriflux,2012,9.849313906,3.329717844,11.08702092,10.38625365,50,8.94,6.081368227,4.464874247,21.181,14.82184,6.572268101,2.803921336,0,0,0.66,191.1215129,10.62880498,8.840249868,3.60148456,7.405861095,4.185318937,6.654006836,93.34599316,21.181,263.42,4.16,0.917612619,17.16691213
AF_50MGRID_081512_23.CSV,ameriflux,2012,9.732114164,3.215263736,10.33792089,10.23939493,50,9.14,6.365404056,4.398561917,21.578,14.77042,6.647982779,2.762379812,0,0,0.686086957,281.1820869,12.09843437,11.61076969,4.168506918,7.655558707,4.477369008,5.227289748,94.77271025,21.578,267.18,3.52,0.923808247,17.72351421
AF_50MGRID_081512_24.CSV,ameriflux,2012,9.31974948,4.086251811,16.69745386,10.15978519,50,9.34,6.455780151,5.141309291,20.993,13.43298,6.307546859,2.533662647,1,0.02,0.649090909,261.4171015,10.63883777,12.17506601,5.079256729,6.963640108,4.667621353,8.934760841,91.06523916,20.993,259.78,5.34,0.929905225,17.94700072
AF_50MGRID_081512_25.CSV,ameriflux,2012,9.071537277,3.651029242,13.33001452,9.765050066,50,8.66,6.748135054,5.278411944,21.041,13.73018,6.254458526,2.74798068,0,0,0.640909091,350.635322,13.25364391,13.22785868,4.637153229,6.813473574,4.593482834,7.736771899,92.2632281,21.041,270,4.34,0.92062496,17.63592178
AF_50MGRID_081512_26.CSV,ameriflux,2012,8.828034631,4.05575738,16.44916793,9.698163745,50,7.68,6.836523456,4.858991245,22.333,14.69394,6.405942428,3.054808356,0,0,0.685217391,271.4625187,12.45729716,10.78324006,5.060634704,6.986986546,5.140570933,7.978019068,92.02198093,22.333,302.2,4.24,0.938769753,18.64068279
AF_50MGRID_081512_27.CSV,ameriflux,2012,10.11668188,3.752727115,14.0829608,10.77722385,50,9.06,7.007529862,5.0483782,20.66,14.30692,6.032774548,2.573618415,0,0,0.687272727,218.4981875,10.48539144,10.41896127,4.425015954,8.6693011,4.981653923,9.625974397,90.3740256,20.66,279.78,3.72,0.951861542,18.53634085
AF_50MGRID_081512_28.CSV,ameriflux,2012,9.317067511,3.712097523,13.77966802,10.01557895,50,8.62,6.799214891,4.767620379,20.447,14.06576,5.995670266,2.503324148,1,0.02,0.664761905,192.1868129,10.71704638,8.793846139,4.544789636,7.99175013,4.599014897,11.90932067,88.09067933,20.546,261.26,3.42,0.954891391,18.02502182
AF_50MGRID_081512_29.CSV,ameriflux,2012,9.914597722,3.792781393,14.38519069,10.60173263,50,9.86,6.3185967,4.759566092,20.649,13.84554,6.56523091,2.954839028,0,0,0.672727273,131.6234066,8.679805969,7.502291311,4.44596198,7.578912762,4.285888595,6.669985067,93.33001493,20.649,281.38,3.92,0.92634605,17.35869274
AF_50MGRID_081512_3.CSV,ameriflux,2012,12.51953663,3.871724543,14.99025093,13.09309907,50,12.36,6.133147179,5.889319284,20.948,17.05624,7.090498066,2.736011706,0,0,0.628181818,449.3162138,16.24745679,13.61382979,3.417452181,9.459893318,5.638086254,2.157629051,97.84237095,20.948,245.76,3.08,0.886946991,17.13418007
AF_50MGRID_081512_30.CSV,ameriflux,2012,10.0339235,3.494979464,12.21488145,10.61368007,50,9.26,6.192140286,4.543710612,20.237,14.53816,6.557007723,2.834049672,0,0,0.653333333,154.9947957,9.356553387,8.212776898,3.987014966,7.584645619,4.303946901,7.608087589,92.39191241,20.237,250.38,3.46,0.925396079,17.01284027
AF_50MGRID_081512_31.CSV,ameriflux,2012,9.678220039,3.83770596,14.72798704,10.39718089,50,9.06,6.473488791,5.112649379,20.687,14.857914,6.949776905,3.112781256,0,0,0.637272727,249.5561261,11.59898934,10.72471783,4.445409503,7.66407035,4.657852713,3.280324706,96.71967529,20.687,300.7,3.7,0.927941202,18.06433678
AF_50MGRID_081512_32.CSV,ameriflux,2012,9.648871386,2.803524325,7.859748643,10.0400833,50,9.08,7.549569742,4.212905343,21.605,14.72824,6.929503593,3.069776011,0,0,0.682608696,240.1545556,11.88479556,9.945159127,4.297981707,7.599274411,4.239749394,3.17045615,96.82954385,21.605,283.36,5.04,0.928563398,18.10860405
AF_50MGRID_081512_33.CSV,ameriflux,2012,9.745743412,3.390082177,11.49265717,10.30739146,50,9.14,6.242088141,4.29527505,19.961,14.40184,6.842290377,2.77693457,0,0,0.618095238,177.3728444,10.04400369,8.745903857,4.214181347,7.442103198,4.092726887,4.383911471,95.61608853,19.961,282.06,4.66,0.932823796,17.69182528
AF_50MGRID_081512_34.CSV,ameriflux,2012,9.042794373,4.134396507,17.09323448,9.925900456,50,9.2,6.727332619,5.492109368,20.602,13.7492,6.880157707,3.054443631,0,0,0.662727273,193.2444126,10.17132438,9.475683239,4.854538197,7.019521423,4.429414247,5.092488579,94.90751142,20.602,267.18,5.66,0.943011494,18.12735414
AF_50MGRID_081512_35.CSV,ameriflux,2012,9.747243387,4.069971223,16.56466576,10.54713829,50,9.3,5.906662241,5.697296172,20.488,15.17414,6.769064826,3.107486263,0,0,0.631428571,327.4503336,13.02337118,12.56352406,4.916325918,7.640179325,4.879958017,3.305244806,96.69475519,20.488,275.44,5.02,0.950779182,18.24448776
AF_50MGRID_081512_36.CSV,ameriflux,2012,9.126660016,4.480201404,20.07220462,10.14725005,50,8.94,6.202007449,6.089167364,22.03,14.83566,5.853769434,2.733264514,0,0,0.69826087,519.0997687,15.20532071,16.96755701,5.605205546,7.656613717,5.574119684,9.229550406,90.77044959,22.03,303.06,5.42,0.953042711,19.32418552
AF_50MGRID_081512_37.CSV,ameriflux,2012,9.077405901,5.656597648,31.99709695,10.67066586,60,8.366666667,8,6.610127481,22.325,13.4645,7.316931044,3.863453598,0,0,0.704347826,337.5196897,11.64372956,14.21067386,7.148873232,8.453613683,6.112082249,1.820356099,98.1796439,22.325,250.9833333,4.516666667,0.952490301,19.1425943
AF_50MGRID_081512_38.CSV,ameriflux,2012,10.53572766,5.053723586,25.54012208,11.66322755,50,9.62,7.543900808,6.496121292,22.527,15.27822,6.685844063,2.809978135,0,0,0.689166667,513.345673,15.77230278,16.26591953,5.906731073,7.850260527,6.179393991,3.707446473,96.29255353,22.527,316.78,4.72,0.917138803,18.11339669
AF_50MGRID_081512_39.CSV,ameriflux,2012,10.32844218,5.003267589,25.03268656,11.45463883,50,9.1,5.920668224,6.90829138,22.163,16.25374,6.30256674,2.726427286,0,0,0.660869565,604.0816076,18.02301831,16.71084734,5.551269823,8.405542333,6.299550134,7.467678652,92.53232135,22.163,311.06,3.7,0.929029931,18.70848708
AF_50MGRID_081512_40.CSV,ameriflux,2012,9.120271988,5.061796344,25.62178223,10.40618603,50,8.2,6.977838058,6.648615016,21.787,15.42778,6.169234684,2.877258042,1,0.02,0.697391304,460.8916203,14.46840599,15.86054376,5.518126983,7.685846965,5.730620301,8.480887605,91.51911239,21.787,263.3,4.82,0.938941802,18.60276498
AF_50MGRID_081512_41.CSV,ameriflux,2012,9.975019768,5.297390186,28.06234278,11.26952152,50,9.36,7.298816534,6.811634704,21.483,15.962,6.142831464,2.739196795,0,0,0.656363636,349.4489237,13.6221031,12.80184482,5.154923967,8.237505541,6.104614055,8.174049188,91.82595081,21.483,306.7,4.32,0.917250021,17.72314562
AF_50MGRID_081512_43.CSV,ameriflux,2012,10.60394489,4.717893649,22.25852048,11.58693218,50,10.42,6.062934606,5.657178932,22.149,14.4666,6.893467698,2.950869517,0,0,0.674782609,230.1096713,11.57943899,9.799299162,5.371881584,7.685266347,5.199819964,4.323740035,95.67625996,22.149,296.16,5.56,0.935205964,18.73004821
AF_50MGRID_081512_45.CSV,ameriflux,2012,9.534898676,4.342819836,18.86008413,10.45931046,50,9.38,5.772145136,5.788412069,20.981,15.6591,6.702798926,2.695499466,0,0,0.605454545,342.3542878,15.06434389,10.74336218,4.922037803,7.389073217,5.568664239,3.102040816,96.89795918,20.981,269.62,3.92,0.93218877,18.76803507
AF_50MGRID_081612_42.CSV,ameriflux,2012,10.53193284,4.337685617,18.81551651,11.37368962,50,10.08,6.604871657,6.100652357,21.566,16.17496,6.126353663,2.529603844,0,0,0.669565217,424.5394989,15.80910224,13.21407527,4.49043735,8.534752793,5.60777389,8.316263826,91.68373617,21.566,195.4,3.62,0.934846527,18.82168926
AF_50MGRID_081612_44.CSV,ameriflux,2012,9.072014685,4.515300672,20.38794016,10.11343818,50,8.66,6.209453366,5.919907611,21.696,14.87464,6.850201331,3.026008008,0,0,0.675652174,407.6447166,15.47286235,12.97055308,5.214694969,6.691885849,5.65297571,2.817018448,97.18298155,21.696,240.8,4.34,0.92597491,18.33298195
AF_50MGRID_081612_46.CSV,ameriflux,2012,9.465987767,4.100741661,16.81608217,10.29974198,50,9.68,6.496356522,5.804431804,21.676,13.42804,7.123538577,3.095549494,0,0,0.709565217,337.5640603,12.93281896,13.05014383,5.599157356,6.544293412,4.74537963,3.962978544,96.03702146,21.676,237.82,4.82,0.907394994,17.08361409
AF_50MGRID_081612_47.CSV,ameriflux,2012,10.03302616,4.19822791,17.62511758,10.85975272,50,9.72,8,5.341558284,20.912,14.07844,7.046317783,3.233553152,0,0,0.684545455,217.0950235,10.49701544,10.33961751,4.720222393,7.572635697,4.941233613,3.038222803,96.9617772,20.912,245,3.78,0.938626459,17.83044573
AF_50MGRID_081612_48.CSV,ameriflux,2012,10.86509306,4.148183337,17.207425,11.6152281,50,10.5,4.648011686,4.769161138,21.166,14.63684,6.4968413,2.574312877,0,0,0.674545455,142.4873238,9.05461451,7.778256869,4.730006452,8.521917136,5.17372004,6.247203079,93.75279692,21.166,223.58,3.72,0.953172793,18.70461179
AF_50MGRID_081612_49.CSV,ameriflux,2012,9.210442826,4.619597199,21.34067828,10.28675155,60,8.916666667,8,5.346602491,20.993,12.06908333,7.090849216,4.009393363,0,0,0.743181818,188.3163842,7.89502366,11.22430335,6.355159936,8.162299097,4.79380308,3.140478449,96.85952155,20.993,158.2666667,3.9,0.955791045,17.79238272
AF_50MGRID_081612_50.CSV,ameriflux,2012,11.19994364,4.350847195,18.92987131,11.9995838,50,11.16,6.170039346,5.219117135,21.263,14.36922,6.67085522,2.868647127,0,0,0.698181818,150.6423692,8.286606245,9.053978472,4.838192998,8.941309922,5.190045674,6.423044654,93.57695535,21.263,214.66,3.62,0.9548158,18.5188172
AF_50MGRID_081612_51.CSV,ameriflux,2012,9.880885685,5.120645283,26.22100811,11.1053361,50,9.46,7.708820157,5.973444636,20.797,13.62744,5.735366813,2.769786053,3,0.06,0.753636364,256.4267671,11.04387183,11.59567429,6.013688247,8.208300522,5.360904292,17.14016933,82.85983067,20.797,212.72,4.32,0.965872786,18.46643198
AF_A1_072516.CSV,ameriflux,2016,8.106007604,5.552613788,30.83151988,9.786117267,40,6.725,5.849379095,6.667900527,23.287,14.3816,5.173482484,2.409229995,1,0.025,0.732291667,935.6610807,19.47552313,23.58739238,8.140751836,5.473246306,5.42047441,24.47278788,75.52721212,23.287,345.1,8.3,0.904683336,16.81920041
AF_A2_072516.CSV,ameriflux,2016,10.86548563,3.95769882,15.66337995,11.54688588,40,9.975,6.699044953,5.590685936,23.554,17.619175,6.979302584,2.905263904,0,0,0.641,665.7602425,19.77125209,16.57883691,5.247584709,7.919551552,5.37922933,3.391076973,96.60892303,23.554,306.075,7.3,0.919655064,20.22297191
AF_A3_072516.CSV,ameriflux,2016,10.2215074,4.348603078,18.91034873,11.08678509,40,9.8,6.066983408,5.33589682,20.065,14.442675,4.322392978,2.012071755,0,0,0.702380952,227.7589395,9.818600903,11.46097796,4.835874584,8.935744349,5.392447393,28.43956044,71.56043956,20.065,284.5,3.65,0.926887826,16.25065003
AF_A4_072516.CSV,ameriflux,2016,9.196956791,5.940076592,35.28450992,10.90808926,40,8.4,4.070666593,6.800452474,19.929,13.238025,3.340729528,1.333725984,5,0.125,0.75,254.4426256,9.918538846,12.49260632,6.752183474,7.909420819,5.593565062,39.13774205,60.86225795,19.929,342.25,3.35,0.952535617,16.66666667
AF_A4a_072516.CSV,ameriflux,2016,9.453590884,5.744382261,32.99792756,11.02467052,40,9.2,5.664593378,7.020848075,22.689,13.21125,3.714027619,1.53287684,4,0.1,0.778125,283.5168288,10.87891336,12.85169533,7.063809649,8.125096583,5.446523523,48.06509482,51.93490518,22.689,390.325,5.125,0.957407827,18.95904722
AF_A4b_072516.CSV,ameriflux,2016,7.468297595,6.151021051,37.83505998,9.626248098,40,6.95,4.915762898,6.804787154,21.813,11.4125,2.877096367,1.187933717,12,0.3,0.775,450.6463737,12.04265477,17.48201475,8.907125638,8.090087244,5.164537419,56.08451874,43.91548126,21.813,481.675,4.3,0.971277281,19.55682337
AF_A5_0728016.CSV,ameriflux,2016,10.67396013,4.665022702,21.76243681,11.62548067,40,10.15,7.591382135,6.522348169,20.979,15.56845,6.488342716,2.814232541,0,0,0.619318182,347.4619081,14.15560991,12.12767976,4.136542598,7.642385332,5.515278704,7.176947321,92.82305268,20.979,277.75,4.125,0.924803953,18.22130216
AF_B1_072516.CSV,ameriflux,2016,7.277195885,4.670453319,21.8131342,8.61541559,40,6.125,5.807288337,5.570929582,25.011,13.018675,5.52293229,2.456106996,2,0.05,0.766346154,835.9689755,18.42436459,22.28254395,8.766193737,5.233044789,4.770846999,23.18092055,76.81907945,25.011,329.275,4.575,0.904531402,17.9534813
AF_B2_072516.CSV,ameriflux,2016,8.485125021,4.326481857,18.71844526,9.499885828,40,7.9,8,5.485645604,22.677,13.3656,6.577113876,2.824099481,0,0,0.703125,519.8581683,15.82824259,16.41112137,6.494460293,5.472086952,5.000622309,7.832264772,92.16773523,22.677,288.675,4.95,0.852820098,16.2222888
AF_B3_072516.CSV,ameriflux,2016,8.929446826,3.548187322,12.58963327,9.592179786,40,8.2,4.489500157,5.115085783,21.974,15.6858,6.030614921,2.239054458,0,0,0.604347826,330.0205309,14.16813188,11.37033729,4.686695272,6.746730648,4.669600014,10.16757063,89.83242937,21.974,308.95,4.825,0.925413376,19.05868815
AF_B4_072516.CSV,ameriflux,2016,10.05176484,4.784077042,22.88739314,11.10644789,40,8.75,5.57550413,5.678343926,21.037,15.86875,5.637358263,2.471359067,0,0,0.675,360.4261021,13.18225428,13.66214749,5.271044633,7.794798705,5.587355574,11.7011987,88.2988013,21.037,315.05,4,0.89492953,16.32654691
AF_B5_0728016.CSV,ameriflux,2016,4.837723609,1.841197935,3.390009836,5.168058563,40,4.1,5.786247686,2.340282692,15.053,7.533625,5.506679046,2.635371566,0,0,0.6828125,27.43639983,3.446675376,3.944214584,3.414328952,3.54875573,1.985987043,18.36830567,81.63169433,15.053,319.425,4.05,0.736954445,9.188182832
AF_C1_0728016.CSV,ameriflux,2016,7.568690622,2.781408539,7.736233462,8.051577817,40,7.4,6.332480223,3.901347565,20.146,11.163475,5.994240559,2.439707282,1,0.025,0.670238095,85.53226548,6.012362675,7.027358006,4.886566436,5.751807939,2.8720579,10.55072953,89.44927047,20.146,296.55,5,0.84522693,13.66013886
AF_C2_0728016.CSV,ameriflux,2016,8.886925278,4.951908462,24.52139742,10.14326394,40,8.675,5.413852609,6.027235196,23.562,12.842175,5.490780842,2.409814367,1,0.025,0.741,245.1404479,10.6461633,11.48040308,7.11337969,6.27575951,4.893114936,17.64249709,82.35750291,23.562,322.5,4.475,0.914399645,17.84543762
AF_C3_0728016.CSV,ameriflux,2016,6.00125306,1.999861997,3.999448008,6.317792344,40,5.75,6.365419374,2.715104947,16.668,8.828225,5.398495594,2.675781047,1,0.025,0.691666667,48.15921481,4.486322968,5.294536905,3.885171636,4.422040829,2.297831173,17.53639418,82.46360582,16.668,335,3.25,0.799733569,10.6953125
AF_C4_0728016.CSV,ameriflux,2016,6.047370325,1.839846432,3.385034895,6.31435641,40,4.775,5.681622292,2.586825596,23.909,11.714075,6.546762558,3.146425308,0,0,0.753,419.1833864,11.6082927,16.86508011,6.644160615,4.289137114,3.049203458,5.990672242,94.00932776,23.909,311.025,5.675,0.741841951,11.71672748
AF_C5_0728016.CSV,ameriflux,2016,8.395740477,4.095158712,16.77032487,9.318772714,40,6.8,7.371377121,4.847415383,22.765,13.4332,5.764437899,2.792380997,0,0,0.696875,635.8029507,16.14312782,19.37014132,6.44248664,5.494593585,4.306301848,19.39750811,80.60249189,22.765,293.075,4.925,0.903290969,17.89917565
AF_C6_0728016.CSV,ameriflux,2016,6.737037345,2.325595278,5.408393398,7.117643974,40,6.575,4.998416132,3.594065622,24.556,10.025325,6.3536464,2.775048734,1,0.025,0.75,136.9184969,6.765317745,9.547197111,4.935071414,5.000698929,3.089160381,10.00876564,89.99123436,24.556,313.85,4.45,0.666990581,11.2106136
AF_C7_0728016.CSV,ameriflux,2016,11.02391809,3.212907485,10.32277451,11.47133276,40,11.3,6.142992595,5.957972465,27.188,15.97245,7.40958481,2.970744871,0,0,0.699107143,585.1955871,16.65841284,17.54117637,5.879559032,7.280379354,3.622902997,4.405490633,95.59450937,27.188,269.675,5.7,0.831319486,17.13214663
AF_C8_0728016.CSV,ameriflux,2016,7.303202069,4.102189084,16.82795528,8.351288336,40,5.325,6.050136087,4.681592431,27.631,14.642825,6.50843542,3.06546346,0,0,0.759482759,1425.205479,23.94441879,29.18681703,8.448397699,5.299112545,5.708435782,6.118693452,93.88130655,27.631,326.175,7.35,0.808655683,15.95429391
AF_C9_0728016.CSV,ameriflux,2016,8.72910392,4.058531818,16.47168052,9.605058238,40,7.7,6.222681562,5.552546193,28.548,14.5851,6.722456709,2.749926537,0,0,0.724166667,682.0110361,17.23769842,19.61817498,7.213540884,6.37887901,5.242867182,5.59865408,94.40134592,28.548,267.6,5.15,0.857025132,19.10392328
AF_D1_0728016.CSV,ameriflux,2016,9.498960541,2.431367225,5.911546581,9.797653254,40,9.05,5.802859877,4.361545245,20.999,14.24235,6.739450064,2.346689898,0,0,0.585227273,206.0303995,11.01550926,9.202660224,3.088517091,7.011668752,3.846682622,6.33944866,93.66055134,20.999,260.4,3.75,0.790881754,14.95733693
AF_D10_0728016.CSV,ameriflux,2016,10.13005069,4.352404997,18.94342926,11.00398885,40,8.9,7.250501231,6.00341783,24.745,16.899575,6.293557545,2.426470125,0,0,0.635576923,361.5842402,15.43922097,11.10021154,4.621562866,7.141983279,4.87277449,12.16548754,87.83451246,24.745,325.225,4.45,0.888431361,19.52970768
AF_D2_0728016.CSV,ameriflux,2016,6.94195974,3.107741218,9.658055477,7.589954487,40,6.025,6.1957034,3.710605037,24.086,11.853775,6.080256798,2.882174787,0,0,0.779,333.4303338,10.20254505,15.14392315,5.903744273,4.757173731,3.109118959,12.29740866,87.70259134,24.086,273.15,5.15,0.834132147,12.93801325
AF_D3_0728016.CSV,ameriflux,2016,8.896839452,3.473186668,12.06302563,9.534946367,40,8.6,6.677831734,4.522309371,20.882,12.847075,7.489432249,3.291672396,0,0,0.688636364,172.3811302,9.232499519,9.334992387,4.802884563,6.285162448,3.756653089,1.297443842,98.70255616,20.882,258.325,3.85,0.91413075,16.26429809
AF_D4_0728016.CSV,ameriflux,2016,8.284481058,4.941781029,24.42119974,9.614743685,40,6.575,6.415413377,5.786312319,27.672,15.885025,5.360775157,2.466860685,0,0,0.756034483,1086.609099,21.25985907,25.19181398,7.945605134,6.142660787,5.981984241,16.88342398,83.11657602,27.672,317.3,4.25,0.862555409,17.75415651
AF_D5_0728016.CSV,ameriflux,2016,7.500008424,3.310889532,10.96198949,8.181568684,40,6.95,7.468124978,4.776813657,28.655,13.604025,5.930601027,2.666363757,0,0,0.750833333,246.9631554,10.86319666,11.35579648,5.715000803,5.324480243,3.65552976,11.72223574,88.27776426,28.655,308.3,5.1,0.818416822,16.146108
AF_D6_0728016.CSV,ameriflux,2016,6.342335953,3.677469817,13.52378426,7.308277156,40,6.5,6.949349511,4.512092016,24.719,9.79515,5.826534227,2.665496868,3,0.075,0.775961538,302.3229851,8.491695176,15.17280785,7.091497728,4.456243496,2.677357255,26.05101895,73.94898105,24.719,350.975,6.25,0.732612123,10.68470773
AF_D7_0728016.CSV,ameriflux,2016,7.16722322,2.304559055,5.310992439,7.5197943,40,6.875,5.558512163,3.502288629,24.886,11.44345,7.350211519,3.215034319,0,0,0.731730769,423.076963,10.75021898,17.53595606,5.684709753,4.429945022,2.727670453,3.151458137,96.84854186,24.886,265.875,6,0.715282859,12.06276151
AF_D8_0728016.CSV,ameriflux,2016,7.392540511,2.03394838,4.136946011,7.660494604,40,7.7,6.836543438,3.022988842,19.705,9.220375,7.91004458,3.828107465,0,0,0.679761905,90.47418025,5.229744845,7.945058156,3.446374324,4.846761698,2.588767494,1.991129565,98.00887044,22.478,265.05,3.85,0.663094782,10.13033739
AF_D9_0728016.CSV,ameriflux,2016,5.57927791,2.43274164,5.918231886,6.074423272,40,4.575,6.558000774,2.80921104,18.682,9.720775,5.208813791,2.485664099,0,0,0.6975,76.56392023,5.761629595,6.585403909,5.242508508,4.153573011,2.77163797,16.09121453,83.90878547,18.682,349.85,6.3,0.845030939,12.96237273
