plot,site,class,year,x,mean.height,height.2,mean.height.var,mean.height.rms,transect.length,mode.el,max.el,mode.2,max.can.ht,mean.max.ht,mean.vai,mean.peak.vai,deep.gaps,deep.gap.fraction,porosity,std.std,mean.std,rugosity,top.rugosity,mean.return.ht,sd.return.ht,sky.fraction,cover.fraction,max.ht,scan.density,rumple,clumping.index,enl,
HBISE_2016_p5_t5.CSV,HBEF,heavy,2016,post,10.2045653,4.480687441,20.07655994,11.11487716,30,9.9,4.889231901,7.184034022,27.964,17.62503333,6.851075661,2.734982497,0,0,0.677011494,1202.707156,24.30978219,24.73341152,6.592089337,6.828590519,4.890309294,3.457424757,96.54257524,27.964,402.1666667,5.833333333,0.856714752,20.44033135,
HBISE_2016_p6_t1.CSV,HBEF,light,2016,post,12.02301869,3.824751786,14.62872622,12.59738387,30,12.13333333,4.331767675,5.975428614,23.575,17.46816667,7.2661833,2.522136695,0,0,0.638666667,516.5046199,17.60755653,14.36936229,3.72485624,8.267513177,4.808392826,3.418803419,96.58119658,23.575,355.0333333,4.966666667,0.918321663,19.8973178,
HBISE_2016_p6_t2.CSV,HBEF,light,2016,post,10.72989911,3.977865862,15.82341682,11.42045115,30,10.96666667,5.909943526,5.255429595,22.224,16.16526667,7.801954878,2.998016899,0,0,0.631884058,351.7265436,15.03681845,11.20806113,4.729090077,6.704369241,3.646094583,0.462662338,99.53733766,22.224,410.8,5.233333333,0.861854819,16.94222689,
HBISE_2016_p6_t3.CSV,HBEF,light,2016,post,9.005108099,2.775989071,7.706115321,9.409634248,30,9.233333333,6.079763902,5.117133716,22.024,15.42676667,6.866819395,2.362365721,0,0,0.58115942,264.464731,12.67608914,10.18732032,4.305590189,6.52695742,3.716074427,5.439012012,94.56098799,22.024,394.2,5.933333333,0.863390909,17.58707096,
HBISE_2016_p6_t4.CSV,HBEF,light,2016,post,7.606084327,4.388239111,19.25664249,8.744556775,30,6.433333333,4.718398258,5.893791785,22.273,15.5752,6.795126468,2.790417086,0,0,0.595652174,173.5249652,10.37913277,8.111631653,4.52876469,6.000445492,4.008097866,2.968075928,97.03192407,23.327,386.4666667,5.4,0.887645012,18.20842105,
HBISE_2016_p6_t5.CSV,HBEF,light,2016,post,11.13374146,4.274148738,18.26834744,11.90040341,30,11.6,5.677509039,5.840406221,23.15,16.24673333,7.599739049,3.248648478,0,0,0.656944444,521.0669091,16.82751118,15.42406485,5.890650195,7.857440189,4.69390256,0.644318677,99.35568132,23.15,382.9666667,5.333333333,0.843495643,17.35675676,
HBISE_2016_p7_t1.CSV,HBEF,control,2016,post,9.071794264,2.909223668,8.463582353,9.512040481,30,8.066666667,6.260677973,3.938609358,21.84,15.63273333,7.308100785,3.298631637,0,0,0.657971014,215.9949887,10.76748434,10.00281309,5.287471483,6.892289114,3.398249271,2.014098691,97.98590131,21.84,430.4333333,5.666666667,0.823652276,15.29269632,
HBISE_2016_p7_t2.CSV,HBEF,control,2016,post,9.561043962,2.798010098,7.828860507,9.948942664,30,9.566666667,7.411308897,4.22376963,24.294,13.47373333,7.744806319,3.40366745,0,0,0.713333333,181.9045056,9.312814182,9.755818654,5.097619958,6.58731281,2.529254861,2.312045271,97.68795473,24.294,412.4666667,6.066666667,0.773197148,13.57562408,
HBISE_2016_p7_t3.CSV,HBEF,control,2016,post,11.16914293,2.454850668,6.026291802,11.42694925,30,11.46666667,4.539242048,3.936857957,23.248,14.0645,7.903511274,3.303015176,0,0,0.686111111,173.0391681,8.437952786,10.09158664,3.550673193,7.877822174,2.597186229,0.124141356,99.87585864,23.248,402.9,4.566666667,0.669776532,12.06899811,
HBISE_2016_p7_t4.CSV,HBEF,control,2016,post,9.945206802,2.041677074,4.168445276,10.14576934,30,9.533333333,4.981391189,2.763472744,25.91,15.29926667,7.370218509,3.001316253,0,0,0.714814815,244.2700758,11.33893746,10.75632712,4.953915671,7.220587851,3.198226591,2.444857826,97.55514217,25.91,376.4333333,4.333333333,0.757687907,14.56756757,
HBISE_2016_p7_t5.CSV,HBEF,control,2016,post,9.41868572,2.982431758,8.894899191,9.864585305,30,9.433333333,5.518765323,4.643745021,20.824,13.0132,7.802647858,3.382567633,0,0,0.674242424,199.8099971,8.789476722,11.07046052,4.218767637,6.571871906,3.453939873,0.657791699,99.3422083,20.824,425.8,5.466666667,0.814187837,13.81913303,
HBISE_2016_p8_t1.CSV,HBEF,double,2016,post,11.92873571,5.338204595,28.49642829,13.03231687,30,11.36666667,5.971395046,5.845619246,24.824,16.80533333,5.836807316,2.425099716,0,0,0.724358974,369.3723169,14.28505859,12.85727102,5.658614576,8.11332525,6.107460408,16.3848145,83.6151855,24.824,386.4666667,4.2,0.915341821,18.90593047,
HBISE_2016_p8_t2.CSV,HBEF,double,2016,post,8.132765495,3.859258156,14.89387351,8.974368259,30,7.8,4.613277667,5.101723847,22.423,13.9339,6.100528314,2.48544157,0,0,0.67826087,423.4738728,14.34049225,14.75886699,6.215062284,5.443292146,3.945679831,12.33688256,87.66311744,22.423,416.5,6.333333333,0.831690421,15.2393321,
HBISE_2016_p8_t3.CSV,HBEF,double,2016,post,9.983590339,3.711617538,13.77610475,10.62962734,30,9.633333333,5.546612949,6.037145554,22.562,16.61943333,7.119642696,2.890003227,0,0,0.6125,532.2125177,18.37480321,13.94916215,4.77107962,7.006054635,4.771448789,3.26275873,96.73724127,22.562,422.0666667,4.633333333,0.918896081,19.51391326,
HBISE_2016_p8_t4.CSV,HBEF,double,2016,post,7.975357784,4.285930179,18.3691975,9.020156467,30,5.566666667,4.946275549,5.130593387,21.363,15.33183333,5.183556269,2.07352349,0,0,0.653030303,537.2168377,16.52727403,16.25010926,5.416040786,5.660035471,5.042487725,14.59218643,85.40781357,21.363,486.4666667,4.566666667,0.840804368,15.86717095,
HBISE_2016_p8_t5.CSV,HBEF,double,2016,post,6.284634629,2.652309381,7.034745053,6.804181507,30,5.4,4.949556795,3.509592765,21.811,11.6228,5.039784837,2.281113668,1,0.033333333,0.694202899,140.0783809,8.035850544,8.689274247,5.458396104,4.707558771,3.08822218,18.92754349,81.07245651,21.811,532.8666667,6.666666667,0.825737158,14.18317936,
HBISE_2016_p9_t1.CSV,HBEF,heavy,2016,post,11.06500409,4.199299233,17.63411405,11.81019161,30,11.43333333,5.930177925,6.704004636,21.999,16.2249,7.22841517,2.885684696,0,0,0.643478261,385.7634231,15.40470483,12.1843544,4.378347353,7.43538467,4.718909964,2.098660265,97.90133974,21.999,430.5666667,3.366666667,0.94290915,19.54651163,
HBISE_2016_p9_t2.CSV,HBEF,heavy,2016,post,8.942234147,4.575911346,20.93896465,10.01022231,30,8.733333333,4.664982303,6.230809619,23.011,14.79683333,7.474640297,3.111252929,0,0,0.686111111,594.2209752,17.1291818,17.34393571,6.330268192,5.393476334,4.648260191,0.919088767,99.08091123,23.011,424.4666667,7.4,0.83634778,15.70602706,
HBISE_2016_p9_t3.CSV,HBEF,heavy,2016,post,10.0158777,3.578937432,12.80879314,10.61600864,30,7.933333333,4.596873191,6.52810018,25.359,19.79216667,4.070292024,1.644536919,0,0,0.626923077,1701.265307,33.27032532,24.37931008,3.894279696,8.138531387,6.356084774,25.80608473,74.19391527,25.359,586.3,2.366666667,0.932039164,21.72979215,
HBISE_2016_p9_t4.CSV,HBEF,heavy,2016,post,10.17364654,4.623174859,21.37374578,11.14290678,30,9.033333333,5.700891135,6.255939706,25.495,18.20623333,4.36823081,1.673673372,0,0,0.669230769,1013.416248,22.60413143,22.41583125,5.680774296,7.260991737,5.403234703,33.86790211,66.13209789,25.495,561.3333333,4.033333333,0.93922542,21.58365759,
HBISE_2016_p9_t5.CSV,HBEF,heavy,2016,post,11.18212233,3.450021086,11.9026455,11.68527922,30,10.4,6.271015322,5.190176397,22.402,16.33566667,6.714189128,2.555755991,0,0,0.595652174,499.6584217,15.8879155,15.72363071,4.809995959,8.455041039,5.121724941,4.273766592,95.72623341,22.402,434.5666667,3.5,0.932094329,19.44566575,
ISEp10t1.CSV,HBEF,moderate,2015,pre,8.411177622,2.83408969,8.032064373,8.86071317,30,8.666666667,5.97304604,3.670322107,18.273,11.1381,7.767579565,3.516166112,0,0,0.635087719,47.64790526,5.074475606,4.679487428,3.257629108,5.789267149,2.869527094,0.364420646,99.63557935,18.273,448.3333333,3.5,0.784780817,11.99778148,
ISEp10t2.CSV,HBEF,moderate,2015,pre,7.136193448,2.984360592,8.906408143,7.715878745,30,6.366666667,6.221485067,3.652899966,21.754,12.85223333,7.400125949,3.666946825,0,0,0.672463768,122.0384066,7.658239705,7.961769349,4.840281281,4.947995475,2.766022496,0.916238872,99.08376113,22.404,513.1,4.733333333,0.772656189,13.41281513,
ISEp10t3.CSV,HBEF,moderate,2015,pre,6.933986487,2.740266964,7.509063035,7.439014017,30,6.566666667,6.754953068,4.288584151,22.055,13.60403333,7.321202675,3.414433604,0,0,0.657971014,195.8963239,9.384403288,10.38408873,5.093514121,4.943546813,2.631165336,1.220548943,98.77945106,22.055,549.0666667,5.7,0.711650123,13.30530339,
ISEp10t4.CSV,HBEF,moderate,2015,pre,5.745231474,1.704129613,2.904057738,5.984558505,30,5.433333333,5.472620073,3.645340279,19.821,11.0751,6.787261623,3.495017222,0,0,0.711111111,93.87517094,5.990560327,7.615008726,4.14512485,4.204496331,2.103040659,2.714356401,97.2856436,19.821,471.7,4.8,0.748153153,11.10798122,
ISEp10t5.CSV,HBEF,moderate,2015,pre,7.504304076,2.391377541,5.718686542,7.864009367,30,7.1,6.454557692,3.37689921,19.773,11.07373333,7.582507814,3.173295429,0,0,0.657142857,66.50705838,5.979275702,5.545747963,3.419860402,5.248198211,2.277451178,0.61770296,99.38229704,19.773,491.2,4.433333333,0.708999954,11.46339066,
ISEp1t1.CSV,HBEF,double,2015,pre,10.07081004,3.575041175,12.78091941,10.65659835,20,9.55,6.480797806,4.673272267,18.567,13.98375,6.35447544,2.90477483,0,0,0.675,248.1739431,12.05693562,10.13924289,4.150459402,6.213782579,4.141445805,7.367425735,92.63257427,19.527,634.7,3.85,0.89665673,14.7469459,
ISEp1t2.CSV,HBEF,double,2015,pre,8.883497513,3.655775533,13.36469474,9.571467394,20,7.85,7.270902238,4.602916695,22.459,14.7915,7.470045204,3.91289159,0,0,0.72173913,374.3179454,13.73352797,13.62747794,5.155023186,5.097906554,3.507922073,1.723025891,98.27697411,22.459,542.8,5.95,0.892238992,16,
ISEp1t3.CSV,HBEF,double,2015,pre,5.325551264,1.646380442,2.71056856,5.549865581,10,4.3,4.367418541,2.750757471,20.465,13.9475,6.993352189,2.75779609,0,0,0.547619048,54.32943242,6.01239445,4.263865077,4.476737335,4.542487168,2.669534906,1.476438865,98.52356114,20.465,1131.3,4.9,1.112401588,13.13682678,
ISEp1t4.CSV,HBEF,double,2015,pre,7.955964386,2.185723302,4.777386354,8.221740511,10,7.8,6.528398707,4.613988393,20.559,12.1296,8,4.028736415,0,0,0.740909091,702.3286284,16.39060017,20.82490947,6.603109574,5.123482094,2.33174428,0.88423712,99.11576288,22.454,1108.5,6.7,1.045161948,8.022222222,
ISEp1t5.CSV,HBEF,double,2015,pre,9.045755853,1.606978467,2.582379792,9.180357279,20,9.35,7.617367222,3.199917762,17.707,11.766,8,3.958500888,0,0,0.697368421,165.2807068,8.932718179,9.245931684,3.713475815,5.10961789,2.515914174,1.171414124,98.82858588,22.354,593.45,3.8,0.728710112,10.27583528,
ISEp2t1.CSV,HBEF,light,2015,pre,4.556086515,2.487937275,6.189831882,5.161227046,20,3.95,8,2.502104377,23.356,7.44015,7.860391445,5.344917473,0,0,0.797916667,59.28330885,3.247093949,6.98138165,6.459688238,5.403050883,2.20986769,0.328922206,99.67107779,24.966,653.8,5.15,0.669088011,9.456281407,
ISEp2t2.CSV,HBEF,light,2015,pre,7.608885851,1.984402877,3.937854779,7.850866572,20,6.7,6.172663625,3.045272436,20.664,12.5957,7.322616655,3.350366925,0,0,0.638636364,73.29492607,6.460643737,5.617384496,4.096575413,6.029756928,2.833387691,0.896212778,99.10378722,20.664,691.95,4.5,0.707076663,12.52154532,
ISEp2t3.CSV,HBEF,light,2015,pre,7.57192708,2.82539988,7.982884482,8.057159546,20,7,5.156837481,4.19272553,68.05,16.7191,6.790699978,3.221270954,0,0,0.880434783,196.2572527,10.11989491,9.687361855,13.12861912,5.479055311,2.868431581,2.833545961,97.16645404,68.05,744.8,8.85,0.579401042,12.8238342,
ISEp2t4.CSV,HBEF,light,2015,pre,6.16857478,1.625239631,2.641403857,6.368724243,20,5.85,6.091337359,1.926955603,20.22,8.14605,7.254482742,3.552981918,0,0,0.726190476,182.1779269,5.755551349,12.20866723,3.182484919,4.122102365,2.034653219,2.659825829,97.34017417,20.22,740.8,3.75,0.524730576,7.648930017,
ISEp2t5.CSV,HBEF,light,2015,pre,6.48176335,1.698766711,2.885808338,6.6899009,20,7.35,6.363396815,4.094604923,20.957,10.65035,7.751604866,3.679638164,0,0,0.690909091,203.5330932,8.224149202,11.65746384,4.885388271,4.44369133,2.304239307,0.273558419,99.72644158,20.957,694.7,5.55,0.600689836,10.56914286,
ISEp3t1.CSV,HBEF,moderate,2015,pre,7.594920464,2.84013944,8.066392038,8.083680429,20,6.65,4.566339038,3.216323498,21.959,14.14275,6.415238011,2.868774999,0,0,0.660869565,149.999934,9.030343724,8.273622316,6.039173304,5.654943222,3.207961044,5.037526268,94.96247373,21.959,832.9,5.65,0.900465017,17.60926194,
ISEp3t2.CSV,HBEF,moderate,2015,pre,7.768756471,2.414689524,5.830725499,8.117435946,20,7.9,6.991678857,3.625930008,18.672,11.088,7.513735612,3.752858761,0,0,0.665,105.979512,5.45845275,8.728390776,3.290605032,5.615872826,2.609063393,0.977393617,99.02260638,18.672,752.15,4.05,0.757991233,11.39340102,
ISEp3t3.CSV,HBEF,moderate,2015,pre,7.591550225,2.958366527,8.75193251,8.120712451,20,7.95,5.779593903,4.346504948,19.231,10.5373,7.576107792,3.235614637,0,0,0.64,59.01670969,5.923133107,4.892157386,2.751357007,5.300355461,2.785652113,0.827159606,99.17284039,19.231,695.3,3.5,0.733626755,11.67567568,
ISEp3t4.CSV,HBEF,moderate,2015,pre,7.431610355,2.770864804,7.677691762,7.907125877,20,6.95,5.309467699,3.99308613,63.05,13.9012,7.395574277,3.110179119,0,0,0.88203125,133.6158139,8.287777143,8.057826251,12.18458938,5.00000756,2.851350464,0.98982099,99.01017901,63.05,712.4,9.25,0.592439725,12.50740538,
ISEp3t5.CSV,HBEF,moderate,2015,pre,8.290221461,3.452561234,11.92017907,8.947175085,20,7.9,5.935096042,4.482715343,17.776,12.49575,7.459972299,3.175175107,0,0,0.634210526,65.97748404,6.608307531,4.72310868,4.021540944,5.867086537,2.771475982,0.731101038,99.26889896,17.776,684.05,4.25,0.877871388,13.87006461,
ISEp4t1.CSV,HBEF,control,2015,pre,9.05004494,2.472678499,6.114138957,9.365454897,20,9.25,5.367262212,4.076569765,20.566,12.73545,7.621297533,3.159088961,0,0,0.640909091,149.2079593,6.656454295,10.24204938,3.401558582,6.253722349,2.539425175,0.809905771,99.19009423,20.566,642.2,3,0.684092958,12.22526934,
ISEp4t2.CSV,HBEF,control,2015,pre,9.074947388,1.887718794,3.563482246,9.259588448,20,9.5,6.041093089,2.460209662,19.57,12.4956,7.852145307,3.576240618,0,0,0.664285714,44.19658345,5.628391381,3.53804945,3.828276586,6.894517199,2.545796524,0.121886189,99.87811381,19.672,656.5,5,0.732995518,11.77087034,
ISEp4t3.CSV,HBEF,control,2015,pre,10.16058616,2.580675227,6.659884628,10.46730154,20,10.7,5.441909213,4.425999738,22.657,15.0486,6.987266559,3.103600623,0,0,0.647916667,301.5178683,13.32689169,11.1315689,4.437301259,6.24561745,2.952117626,3.402160335,96.59783966,22.657,680.6,3.55,0.739185695,14.03488943,
ISEp4t4.CSV,HBEF,control,2015,pre,8.386067925,1.331924728,1.774023481,8.48595649,20,8.35,6.224770372,2.033275812,19.723,11.26725,7.85220227,3.379464702,0,0,0.69047619,43.35893332,3.889562433,5.313213472,3.789069749,6.251434825,1.996427388,0.582880869,99.41711913,20.711,626.35,4,0.712052187,8.960763521,
ISEp4t5.CSV,HBEF,control,2015,pre,9.480451257,1.898769114,3.605324149,9.659400291,20,9.6,5.406410896,2.72222819,20.459,12.9984,7.557304292,3.229455822,0,0,0.647619048,59.95697387,6.354935043,4.423999827,3.051831191,6.914617475,2.534873562,0.765931373,99.23406863,20.459,652.95,3.65,0.656538462,11.46806283,
ISEp5t1.CSV,HBEF,heavy,2015,pre,8.847508621,2.606274152,6.792664957,9.204968251,20,9.35,6.28611556,3.587624929,23.417,11.97155,7.633723219,3.798677539,0,0,0.735416667,111.0491026,6.791927802,8.057221562,4.181391149,6.298105414,2.755596006,1.78595867,98.21404133,46.446,730.85,4.55,0.779071577,11.67921796,
ISEp5t2.CSV,HBEF,heavy,2015,pre,9.003118579,2.197287863,4.828073954,9.254340301,20,8,6.320065074,2.695024656,20.661,13.63705,7.528330959,3.530498688,0,0,0.672727273,234.5223606,10.72269587,10.93371639,3.984415793,5.686371906,2.732197486,0.767085077,99.23291492,73.05,645.45,4.55,0.77332069,12.65934066,
ISEp5t3.CSV,HBEF,heavy,2015,pre,8.051520405,2.872306476,8.250144489,8.524354409,20,8,5.191538199,4.712804506,20.361,12.60715,7.602179574,3.515732204,0,0,0.673809524,232.2451375,8.820844421,12.42730225,4.221876463,6.159112361,3.084029201,0.547924062,99.45207594,20.361,648.05,4.1,0.715868041,11.62167183,
ISEp5t4.CSV,HBEF,heavy,2015,pre,8.431226686,2.47660315,6.133563161,8.769975395,20,8,7.041166939,3.933660409,21.459,13.3404,7.801494836,3.613160926,0,0,0.697727273,239.2753148,10.50442024,11.35484347,4.775130556,5.809469235,2.179093765,0.551592263,99.44840774,21.467,680,5.1,0.738401846,11.70681668,
ISEp5t5.CSV,HBEF,heavy,2015,pre,8.116622156,3.449387734,11.89827574,8.785380878,20,7.4,5.007578035,4.794733953,21.756,14.76795,6.402426457,3.347608743,0,0,0.702173913,347.6662188,14.15873833,12.13245019,3.955043768,6.097809675,4.639877413,13.73258307,86.26741693,21.756,746.55,3.4,0.884997308,16.13843508,
ISEp6t1.CSV,HBEF,light,2015,pre,10.26537308,4.063270091,16.51016383,11.01533974,30,9.933333333,7.033268922,5.508196609,22.161,15.45713333,7.456694136,3.085511792,0,0,0.652173913,198.8138714,11.94645929,7.489725089,4.915908354,7.078635419,3.945914219,0.9078123,99.0921877,22.161,521.5333333,5.933333333,0.909943699,17.92159303,
ISEp6t2.CSV,HBEF,light,2015,pre,8.660628886,5.807441364,33.72637519,10.38699709,40,8.775,7.891395179,6.600262233,21.457,11.7515,5.850629162,3.050477108,8,0.2,0.764772727,125.7713436,6.90660774,8.835729347,7.235264339,7.382593171,3.967284274,6.187076698,93.8129233,21.457,409.85,5.05,0.90581959,14.30684474,
ISEp6t3.CSV,HBEF,light,2015,pre,9.844710622,2.459612233,6.049692338,10.13240026,20,9.7,5.263534149,3.700640058,17.975,13.7001,7.813882494,3.374026594,0,0,0.581578947,82.24793031,7.32363968,5.349040302,2.197892313,6.254100884,3.088464388,0.200817615,99.79918239,21.754,697.3,3.1,0.809463803,13.49759744,
ISEp6t4.CSV,HBEF,light,2015,pre,9.295928252,3.368109152,11.34415926,9.868145859,30,8.933333333,6.657225954,5.179091475,56.05,16.66576667,7.505823998,3.381602847,0,0,0.877192982,329.4199194,13.7591999,11.83656781,8.560499706,6.486487448,3.716563454,0.827466067,99.17253393,56.05,459.3666667,7.033333333,0.796522817,16.32124352,
ISEp6t5.CSV,HBEF,light,2015,pre,8.951313466,3.516547472,12.36610612,9.601196083,40,8.9,8,5.18281183,22.159,12.74805,7.686926492,4.167657992,0,0,0.740217391,394.199666,11.71453212,16.03026522,6.161643387,6.334416986,3.314960615,0.962099125,99.03790087,22.159,343.125,5.75,0.788301092,13.1524292,
ISEp7t1.CSV,HBEF,control,2015,pre,8.182043057,2.331670618,5.436687873,8.491800873,20,8.15,7.504593182,3.248886449,22.312,12.2715,7.410759457,4.218206732,0,0,0.773913043,95.51233274,6.123699177,7.616602992,5.105748561,6.489134441,2.820043611,0.720427609,99.27957239,47.05,645.6,6.9,0.768592297,10.4,
ISEp7t2.CSV,HBEF,control,2015,pre,10.64804472,3.414991742,11.6621686,11.16486838,30,10.53333333,6.433669413,5.110727955,21.715,14.75116667,7.697806597,3.543762887,0,0,0.702898551,306.3971794,10.95121719,13.65532942,4.339161583,7.552215204,3.274870697,0.472890338,99.52710966,21.715,408.9666667,4,0.820943169,14.27964662,
ISEp7t3.CSV,HBEF,control,2015,pre,10.20488153,2.867224248,8.22097489,10.58709353,30,10.46666667,5.213396822,3.989065514,23.957,13.44463333,7.670108525,3.311476125,0,0,0.701333333,111.7088958,7.848839358,7.078461453,4.291252188,7.216125627,2.90109399,0.819421045,99.18057896,23.957,435.4,4.733333333,0.736875058,13.81497797,
ISEp7t4.CSV,HBEF,control,2015,pre,9.682745759,2.932820693,8.601437217,10.10298412,30,9.366666667,5.734500783,4.521849891,24.254,14.97436667,7.451935038,3.380431685,0,0,0.705333333,293.63453,12.50297213,11.71794427,4.530212384,6.876472653,3.164993643,1.342568839,98.65743116,24.254,389.9333333,5.833333333,0.791426681,14.193839,
ISEp7t5.CSV,HBEF,control,2015,pre,9.309984062,2.771219146,7.679655553,9.700488146,30,9.766666667,7.13609772,4.492778369,22.557,12.92956667,7.910409282,3.625294749,0,0,0.706944444,257.8366078,11.34693932,11.36149532,4.109466143,5.901588784,2.626133619,0.105962136,99.89403786,22.557,472,4.366666667,0.758708271,13.18359491,
ISEp8t1.CSV,HBEF,double,2015,pre,8.957320804,3.577012354,12.79501738,9.622999158,30,8.7,7.08299153,4.757208686,18.281,12.35286667,7.36186912,3.639820731,0,0,0.684210526,99.62767037,7.020355829,7.095228989,4.387018701,6.789661067,3.846546579,1.557782048,98.44221795,18.281,485.8666667,3.666666667,0.938140107,15.47277937,
ISEp8t2.CSV,HBEF,double,2015,pre,6.764585678,3.540734276,12.53679921,7.607793721,30,6.066666667,6.335750352,4.653017807,22.561,12.7678,6.617068907,3.2924575,0,0,0.713888889,184.6893323,8.589421966,10.53143687,4.800531755,5.133630453,3.957640838,2.776105425,97.22389457,22.561,498.4333333,5.266666667,0.748385783,13.09753086,
ISEp8t3.CSV,HBEF,double,2015,pre,7.871702744,3.402847004,11.57936773,8.553191971,30,6.6,4.993199939,4.351773321,62.05,15.2303,7.128527814,3.127891473,0,0,0.888888889,533.9148708,15.33175356,17.2873423,10.94510943,5.470800875,4.373783032,1.928318343,98.07168166,62.05,489.3333333,9.466666667,0.779704557,16.09489051,
ISEp8t4.CSV,HBEF,double,2015,pre,6.547522699,2.17413952,4.726882652,6.887624655,30,5.866666667,6.670714857,3.126453685,19.767,10.5814,7.410947177,3.628985333,0,0,0.682539683,67.53908217,5.455501217,6.146266236,4.408588386,4.629817464,2.365577051,1.402013464,98.59798654,19.767,539.8333333,4.566666667,0.76963859,11.91185229,
ISEp8t5.CSV,HBEF,double,2015,pre,5.640986962,2.310555,5.338664409,6.08123695,30,5.066666667,6.052337939,2.851899951,13.733,8.351366667,6.41002901,3.226053649,1,0.033333333,0.64,21.34755557,3.188646982,3.343663559,3.288968778,4.106628372,2.017373371,15.32868828,84.67131172,13.733,550.3,3.266666667,0.815122705,9.777943368,
ISEp9t1.CSV,HBEF,heavy,2015,pre,9.877109947,3.454606669,11.93430724,10.44479765,30,10.2,7.215174322,4.787915823,20.759,13.78803333,7.886878858,3.590123873,0,0,0.675757576,204.9591162,9.830728193,10.40749247,4.721963899,6.999440612,3.448330594,0.124332626,99.87566737,20.759,455.9,5.333333333,0.812367397,14.25778331,
ISEp9t2.CSV,HBEF,heavy,2015,pre,8.096323947,2.570305404,6.60646987,8.481551489,30,8.033333333,6.299400456,3.986903849,19.073,11.1112,7.774565893,3.314677196,0,0,0.658333333,126.3857198,7.030582006,8.772493172,3.852050304,5.449801194,2.340700721,0.331973166,99.66802683,19.073,482.1,4.666666667,0.665089922,10.95827901,
ISEp9t3.CSV,HBEF,heavy,2015,pre,9.203539722,2.375500486,5.643002558,9.495264392,30,9.3,4.712468799,3.630806883,22.154,12.89033333,7.818576556,3.206924727,0,0,0.663768116,192.900993,9.043019347,10.54157455,4.492976391,6.299014354,2.569817904,0.242016807,99.75798319,22.154,495.9666667,4.733333333,0.607042321,12.28858447,
ISEp9t4.CSV,HBEF,heavy,2015,pre,9.233883398,2.42761403,5.893309878,9.537372218,30,8.666666667,5.155567129,2.998083679,22.909,12.4602,7.454437622,3.271649198,0,0,0.693055556,117.400972,7.041938473,8.234808713,3.656517048,6.813140712,2.935500745,2.091267455,97.90873254,22.909,499.0333333,4.266666667,0.701365123,12.06248456,
ISEp9t5.CSV,HBEF,heavy,2015,pre,8.549608234,2.145837395,4.604618128,8.806073576,30,8.4,7.502440178,3.286335345,20.36,12.37873333,7.700560697,3.167635062,0,0,0.663492063,127.9639227,7.884562971,8.111571331,4.041890296,5.600068687,2.814330467,0.599762884,99.40023712,20.36,478.1,4.9,0.754236637,12.03642207,
